id,input,output
50,"After the release of TF, it binds to activated factor VII(VIIa), forming the TF–FVIIa complex, which can induce a pro-inflammatory response in macrophages. The TF–VIIa complex then activates factor X and initiates coagulation activation. Factor Xa, together with factor Va, forms the prothrombinase complex, which subsequently converts prothrombin to thrombin. Thrombin then cleaves fibrinogen into fibrin, and fibrin degradation products can induce IL-6 production by monocytes in vitro. Moreover, fibrin degradation can elevate the levels of D-dimer. This process produces higher levels of PAI-1, and the overproduction of which will impair fibrinolysis. Increased fibrin formation due to impaired fibrinolysis causes organ injury and mortality in sepsis.","[{'entity1': 'TF', 'relationship': 'binds to', 'entity2': 'Factor VII(VIIa)'}, {'entity1': 'TF–FVIIa complex', 'relationship': 'induces', 'entity2': 'pro-inflammatory response'}, {'entity1': 'TF–VIIa complex', 'relationship': 'activates', 'entity2': 'Factor X'}, {'entity1': 'Factor Xa', 'relationship': 'forms', 'entity2': 'prothrombinase complex'}, {'entity1': 'prothrombinase complex', 'relationship': 'converts', 'entity2': 'prothrombin'}, {'entity1': 'Thrombin', 'relationship': 'cleaves', 'entity2': 'fibrinogen'}, {'entity1': 'fibrin degradation products', 'relationship': 'induces', 'entity2': 'IL-6 production'}, {'entity1': 'fibrin degradation products', 'relationship': 'elevate', 'entity2': 'D-dimer'}, {'entity1': 'fibrin formation', 'relationship': 'causes', 'entity2': 'organ injury'}, {'entity1': 'fibrin formation', 'relationship': 'causes', 'entity2': 'mortality'}]"
51,"According to a number of studies, the STAT3 signaling pathway can regulate inflammatory responses in LPS-induced macrophages and acute lung injury, including the production and release of inflammatory factors. In our previous study, we found that activation of the nuclear transcription factor STAT3 through phosphorylation at the tyrosine 705 site induced TF expression and facilitated the onset of coagulation dysfunction in sepsis. In addition, the use of the STAT3 inhibitor BP-1-102 decreased the expression of LPS-induced inflammatory cytokines such as IL-1β, IL-6, TNF-α, and TF in RAW264.7 cells. Similarly, our present experiments detected phosphorylation of STAT3 in both mice lung tissue and LPS-stimulated macrophages sepsis models, and increased intranuclear phosphorylation was found in macrophages, both of which are in agreement with previous studies.","[{'entity1': 'STAT3 signaling pathway', 'relationship': 'regulates', 'entity2': 'inflammatory responses'}, {'entity1': 'STAT3', 'relationship': 'induced', 'entity2': 'TF expression'}, {'entity1': 'STAT3', 'relationship': 'facilitated', 'entity2': 'coagulation dysfunction'}, {'entity1': 'STAT3 inhibitor BP-1-102', 'relationship': 'decreased', 'entity2': 'expression of LPS-induced inflammatory cytokines'}, {'entity1': 'STAT3', 'relationship': 'phosphorylation in', 'entity2': 'mice lung tissue'}, {'entity1': 'STAT3', 'relationship': 'phosphorylation in', 'entity2': 'LPS-stimulated macrophages'}, {'entity1': 'phosphorylation', 'relationship': 'found in', 'entity2': 'macrophages'}]"
52,"Studies have shown that Eupatilin is a selective PPARα-receptor agonist, the activation of PPARα may be related to the alleviation of inflammation and oxidative stress in LPS-induced ALI. Eupatilin has also been found to reduce the expression of inflammatory cytokines by inhibiting toll-like receptor 4 (TLR4). However, whether it has specific receptors requires further study. In addition, Eupatilin may also play a role in other pathways, such as PI3K/AKT, NF-κB, MAPK and Nrf2 pathways. Thus, whether these pathways also play a role in regulating inflammation and coagulation in sepsis needs further investigation. According to one study, Eupatilin can lower the expression of inflammatory mediators by inhibiting the NF-κB signaling pathway in endotoxin-stimulated macrophages. However, the specific mechanism of its regulation of macrophages and its effect on pathogens has not been elucidated yet.","[{'entity1': 'Eupatilin', 'relationship': 'is', 'entity2': 'PPARα-receptor agonist'}, {'entity1': 'Eupatilin', 'relationship': 'reduces', 'entity2': 'expression of inflammatory cytokines'}, {'entity1': 'Eupatilin', 'relationship': 'inhibiting', 'entity2': 'toll-like receptor 4 (TLR4)'}, {'entity1': 'Eupatilin', 'relationship': 'inhibiting', 'entity2': 'NF-κB signaling pathway'}, {'entity1': 'Eupatilin', 'relationship': 'lowers', 'entity2': 'expression of inflammatory mediators'}]"
53,"In our study, we found that the effect of Eupatilin pretreatment on the expression of inflammatory cytokines and tissue factors was consistent in both in vitro and in vivo experiments. Eupatilin-mediated effects in vivo were maintained in both plasma and lung tissues. Moreover, the inhibition of the JAK2/STAT3 signaling pathway was observed in both lung tissue and cells after Eupatilin pretreatment. Similar to Eupatilin, another plant-based molecule, piperlongumin, also has","[{'entity1': 'Eupatilin pretreatment', 'relationship': 'affects', 'entity2': 'expression of inflammatory cytokines and tissue factors'}, {'entity1': 'Eupatilin-mediated effects', 'relationship': 'maintained in', 'entity2': 'plasma and lung tissues'}, {'entity1': 'inhibition of JAK2/STAT3 signaling pathway', 'relationship': 'observed in', 'entity2': 'lung tissue and cells'}, {'entity1': 'piperlongumin', 'relationship': 'similar to', 'entity2': 'Eupatilin'}]"
54,Eupatilin can reduce the expression of inflammatory cytokines and coagulation factors in both RAW264.7 macrophages and mouse sepsis models.,"[{'entity1': 'Eupatilin', 'relationship': 'reduce', 'entity2': 'inflammatory cytokines'}, {'entity1': 'Eupatilin', 'relationship': 'reduce', 'entity2': 'coagulation factors'}, {'entity1': 'RAW264.7 macrophages', 'relationship': 'model', 'entity2': 'Eupatilin'}, {'entity1': 'mouse sepsis models', 'relationship': 'model', 'entity2': 'Eupatilin'}]"
55,"The mechanism for this may involve the inhibition of JAK2/STAT3 activation and the reduction of p-STAT3 nuclear translocation, thereby regulating inflammatory cytokines and coagulation factors.","[{'entity1': 'mechanism', 'relationship': 'involve', 'entity2': 'inhibition of JAK2/STAT3 activation'}, {'entity1': 'mechanism', 'relationship': 'involve', 'entity2': 'reduction of p-STAT3 nuclear translocation'}, {'entity1': 'inflammatory cytokines', 'relationship': 'regulating', 'entity2': 'mechanism'}, {'entity1': 'coagulation factors', 'relationship': 'regulating', 'entity2': 'mechanism'}]"
56,Plasminogen activator inhibitor 1 (PAI-1) plays a role in inflammation and coagulation disorders caused by sepsis.,"[{'entity1': 'Plasminogen activator inhibitor 1', 'relationship': 'role', 'entity2': 'inflammation'}, {'entity1': 'Plasminogen activator inhibitor 1', 'relationship': 'role', 'entity2': 'coagulation disorders'}, {'entity1': 'sepsis', 'relationship': 'cause', 'entity2': 'inflammation'}, {'entity1': 'sepsis', 'relationship': 'cause', 'entity2': 'coagulation disorders'}]"
57,The pathogenesis of sepsis and potential therapeutic targets.,"[{'entity1': 'Pathogenesis', 'relationship': 'of', 'entity2': 'Sepsis'}, {'entity1': 'Therapeutic targets', 'relationship': 'potential', 'entity2': 'Sepsis'}]"
58,Monocytes/macrophages and sepsis.,"[{'entity1': 'Monocytes/macrophages', 'relationship': 'and', 'entity2': 'Sepsis'}]"
59,Inflammation and coagulation.,"[{'entity1': 'Inflammation', 'relationship': 'and', 'entity2': 'Coagulation'}]"
60,TMEM173 drives lethal coagulation in sepsis.,"[{'entity1': 'TMEM173', 'relationship': 'drives', 'entity2': 'coagulation'}, {'entity1': 'TMEM173', 'relationship': 'drives', 'entity2': 'sepsis'}]"
61,Role of lipopolysaccharide and cecal ligation and puncture on blood coagulation and inflammation in sensitive and resistant mice models.,"[{'entity1': 'lipopolysaccharide', 'relationship': 'role', 'entity2': 'blood coagulation'}, {'entity1': 'lipopolysaccharide', 'relationship': 'role', 'entity2': 'inflammation'}, {'entity1': 'cecal ligation', 'relationship': 'role', 'entity2': 'blood coagulation'}, {'entity1': 'cecal ligation', 'relationship': 'role', 'entity2': 'inflammation'}]"
62,Eupatilin alleviates lipopolysaccharide-induced acute lung injury by inhibiting inflammation and oxidative stress.,"[{'entity1': 'Eupatilin', 'relationship': 'alleviates', 'entity2': 'acute lung injury'}, {'entity1': 'Eupatilin', 'relationship': 'inhibiting', 'entity2': 'inflammation'}, {'entity1': 'Eupatilin', 'relationship': 'inhibiting', 'entity2': 'oxidative stress'}]"
63,Phospho-Tyr705 of STAT3 is a therapeutic target for sepsis through regulating inflammation and coagulation.,"[{'entity1': 'Phospho-Tyr705', 'relationship': 'therapeutic target', 'entity2': 'Sepsis'}, {'entity1': 'Phospho-Tyr705', 'relationship': 'regulating', 'entity2': 'Inflammation'}, {'entity1': 'Phospho-Tyr705', 'relationship': 'regulating', 'entity2': 'Coagulation'}]"
64,Piperlongumin improves survival in the mouse model of sepsis: effect on coagulation factors and lung inflammation.,"[{'entity1': 'Piperlongumin', 'relationship': 'improves', 'entity2': 'Survival'}, {'entity1': 'Piperlongumin', 'relationship': 'effect on', 'entity2': 'Coagulation factors'}, {'entity1': 'Piperlongumin', 'relationship': 'effect on', 'entity2': 'Lung inflammation'}]"
65,Ghrelin protects alveolar macrophages against lipopolysaccharide-induced apoptosis through growth hormone secretagogue receptor 1a-dependent c-Jun N-terminal kinase and Wnt/β-catenin signaling and suppresses lung inflammation.,"[{'entity1': 'Ghrelin', 'relationship': 'protects', 'entity2': 'Alveolar macrophages'}, {'entity1': 'Ghrelin', 'relationship': 'suppresses', 'entity2': 'Lung inflammation'}]"
66,Bidirectional relation between inflammation and coagulation.,"[{'entity1': 'Inflammation', 'relationship': 'relation with', 'entity2': 'Coagulation'}]"
67,Tissue factor as a link between inflammation and coagulation.,"[{'entity1': 'Tissue factor', 'relationship': 'link between', 'entity2': 'Inflammation'}, {'entity1': 'Tissue factor', 'relationship': 'link between', 'entity2': 'Coagulation'}]"
68,Bacterial endotoxin activates the coagulation cascade through gasdermin D-dependent phosphatidylserine exposure.,"[{'entity1': 'Bacterial endotoxin', 'relationship': 'activates', 'entity2': 'coagulation cascade'}, {'entity1': 'Bacterial endotoxin', 'relationship': 'exposure', 'entity2': 'phosphatidylserine'}, {'entity1': 'Gasdermin D', 'relationship': 'dependent', 'entity2': 'phosphatidylserine'}]"
69,Elimination of interleukin 6 attenuates coagulation activation in experimental endotoxemia in chimpanzees.,"[{'entity1': 'Interleukin 6', 'relationship': 'attenuates', 'entity2': 'coagulation activation'}, {'entity1': 'Interleukin 6', 'relationship': 'experimental', 'entity2': 'endotoxemia'}, {'entity1': 'Chimpanzees', 'relationship': 'experimental', 'entity2': 'endotoxemia'}]"
70,Regulation of tissue factor gene expression in the monocyte procoagulant response to endotoxin.,"[{'entity1': 'Tissue factor gene', 'relationship': 'regulation', 'entity2': 'monocyte procoagulant response'}, {'entity1': 'Monocyte', 'relationship': 'response', 'entity2': 'endotoxin'}]"
71,The in vivo kinetics of tissue factor messenger RNA expression during human endotoxemia: relationship with activation of coagulation.,"[{'entity1': 'Tissue factor messenger RNA', 'relationship': 'kinetics', 'entity2': 'human endotoxemia'}, {'entity1': 'Tissue factor messenger RNA', 'relationship': 'activation', 'entity2': 'coagulation'}]"
72,Induction of microparticle- and cell-associated intravascular tissue factor in human endotoxemia.,"[{'entity1': 'Microparticle', 'relationship': 'induction', 'entity2': 'intravascular tissue factor'}, {'entity1': 'Cell', 'relationship': 'induction', 'entity2': 'intravascular tissue factor'}, {'entity1': 'Intravascular tissue factor', 'relationship': 'associated', 'entity2': 'human endotoxemia'}]"
73,Hepatic acute phase proteins are regulated by IL-6- and IL-1-type cytokines involving STAT3 and its crosstalk with NF-κB-dependent signaling.,"[{'entity1': 'Hepatic acute phase proteins', 'relationship': 'regulated by', 'entity2': 'IL-6'}, {'entity1': 'Hepatic acute phase proteins', 'relationship': 'regulated by', 'entity2': 'IL-1-type cytokines'}, {'entity1': 'IL-6', 'relationship': 'involving', 'entity2': 'STAT3'}, {'entity1': 'STAT3', 'relationship': 'crosstalk with', 'entity2': 'NF-κB-dependent signaling'}]"
74,STAT3 plays a role in the systemic inflammation of cancer cachexia.,"[{'entity1': 'STAT3', 'relationship': 'role in', 'entity2': 'systemic inflammation'}, {'entity1': 'cancer cachexia', 'relationship': 'inflammation of', 'entity2': 'systemic'}]"
75,Eupatilin attenuates the inflammatory response induced by intracerebral hemorrhage through the TLR4/MyD88 pathway.,"[{'entity1': 'Eupatilin', 'relationship': 'attenuates', 'entity2': 'inflammatory response'}, {'entity1': 'inflammatory response', 'relationship': 'induced by', 'entity2': 'intracerebral hemorrhage'}, {'entity1': 'intracerebral hemorrhage', 'relationship': 'through', 'entity2': 'TLR4/MyD88 pathway'}]"
