id,input,output
43,"Among proinflammatory cytokines contributing to IR development, the role of interleukin (IL)-6, which has autocrine and paracrine properties and is involved in insulin reception and free fatty acid (FFA) metabolism regulation, has been extensively studied.","[{'entity1': 'Interleukin 6', 'relationship': 'contributing', 'entity2': 'Insulin resistance'}, {'entity1': 'Interleukin 6', 'relationship': 'involved', 'entity2': 'insulin reception'}, {'entity1': 'Interleukin 6', 'relationship': 'involved', 'entity2': 'Dyslipidemia'}]"
44,"CRP levels are known to increase significantly already 6–8 hours after myocardial tissue injury, reach their peak within 24–48 hours, and then decrease with a circulation half-time of 6 hours. This study shows higher CRP concentrations in both patient groups in the acute and early recovery phases.","[{'entity1': 'CRP levels', 'relationship': 'increase', 'entity2': 'myocardial tissue injury'}, {'entity1': 'CRP concentrations', 'relationship': 'higher', 'entity2': 'patient groups'}]"
45,"The observed correlative associations between CRP and metabolic IR markers demonstrate that IL-6 is not only the key inflammation mediator but also plays an active role in FFA and glucose metabolism, and fibrinolytic system protein production and secretion, which can be involved in pathogenetic events associated with IR in MI.","[{'entity1': 'CRP', 'relationship': 'associations', 'entity2': 'metabolic IR markers'}, {'entity1': 'IL-6', 'relationship': 'inflammation mediator', 'entity2': 'Insulin resistance'}, {'entity1': 'IL-6', 'relationship': 'active role', 'entity2': 'FFA metabolism'}]"
46,The presence of preexisting insulin resistance (IR) determines higher thrombogenic status and increases the risk of not only primary but also recurrent cardiovascular events.,"[{'entity1': 'Insulin resistance', 'relationship': 'determines', 'entity2': 'thrombogenic status'}, {'entity1': 'Insulin resistance', 'relationship': 'increases', 'entity2': 'risk'}, {'entity1': 'Insulin resistance', 'relationship': 'increases', 'entity2': 'cardiovascular events'}]"
47,Plasminogen activator inhibitor-1 (PAI-1) plays a role in insulin resistance and is associated with the metabolic syndrome.,"[{'entity1': 'Plasminogen activator inhibitor-1', 'relationship': 'role', 'entity2': 'Insulin resistance'}, {'entity1': 'Plasminogen activator inhibitor-1', 'relationship': 'associated with', 'entity2': 'metabolic syndrome'}]"
48,C-reactive protein (CRP) is related to insulin resistance and cardiovascular risk factors in youth.,"[{'entity1': 'C-reactive protein', 'relationship': 'related to', 'entity2': 'Insulin resistance'}, {'entity1': 'C-reactive protein', 'relationship': 'related to', 'entity2': 'cardiovascular risk factors'}]"
49,Interleukin 6 (IL-6) levels in the blood are associated with blood pressure and insulin sensitivity in apparently healthy individuals.,"[{'entity1': 'Interleukin 6', 'relationship': 'associated with', 'entity2': 'blood pressure'}, {'entity1': 'Interleukin 6', 'relationship': 'associated with', 'entity2': 'insulin sensitivity'}]"
50,Insulin resistance in hepatocytes and sinusoidal liver cells: mechanisms and consequences.,"[{'entity1': 'Insulin resistance', 'relationship': 'mechanisms', 'entity2': 'hepatocytes'}, {'entity1': 'Insulin resistance', 'relationship': 'consequences', 'entity2': 'sinusoidal liver cells'}]"
51,Dual role of interleukin-6 in regulating insulin sensitivity in murine skeletal muscle.,"[{'entity1': 'Interleukin-6', 'relationship': 'regulating', 'entity2': 'insulin sensitivity'}, {'entity1': 'Interleukin-6', 'relationship': 'role', 'entity2': 'murine skeletal muscle'}]"
52,Effects of human C-reactive protein on pathogenesis of features of the metabolic syndrome.,"[{'entity1': 'C-reactive protein', 'relationship': 'effects', 'entity2': 'pathogenesis'}, {'entity1': 'C-reactive protein', 'relationship': 'features', 'entity2': 'metabolic syndrome'}]"
53,"C-reactive protein induces phosphorylation of insulin receptor substrate-1 on Ser307 and Ser612 in L6 myocytes, thereby impairing the insulin signalling pathway that promotes glucose transport.","[{'entity1': 'C-reactive protein', 'relationship': 'induces', 'entity2': 'phosphorylation'}, {'entity1': 'C-reactive protein', 'relationship': 'impairing', 'entity2': 'insulin signalling pathway'}]"
