id,input,output
51,"An impairment of the barrier functions and thus, an increase in intestinal permeability. In order to induce an intestinal inflammation status in vitro, human HCoEpiC cells were exposed to supernatants (SN) derived from phytohemagglutinin (PHA)-treated PBMCs, which have been reported to be concentrated in pro-inflammatory cytokines such as TNF-α, IL-8 and IL-17. The resistance of the epithelial barrier is one of the characteristics that reflects the intestinal permeability and the interactions’ strength between epithelial cells.","[{'entity1': 'barrier functions', 'relationship': 'impairment', 'entity2': 'increase in intestinal permeability'}, {'entity1': 'HCoEpiC cells', 'relationship': 'exposed to', 'entity2': 'supernatants'}, {'entity1': 'supernatants', 'relationship': 'derived from', 'entity2': 'PHA-treated PBMCs'}, {'entity1': 'PHA-treated PBMCs', 'relationship': 'concentrated in', 'entity2': 'pro-inflammatory cytokines'}, {'entity1': 'epithelial barrier', 'relationship': 'characteristics', 'entity2': 'intestinal permeability'}, {'entity1': 'epithelial barrier', 'relationship': 'strength', 'entity2': 'interactions between epithelial cells'}]"
52,"Transepithelial electrical resistance (TEER) measurements, expressed in Ω/cm,2 were performed with a -Millicell® ERS-2 device, after either a 24-hours or a 72-hours incubation period, with/without PHA-treated-PBMCs SN, with/without either the Veh. or c-MIM-1, added 30 minutes before the SN. 10 mM of sodium caprate (C10) was used as a positive inducer of the epithelial barrier disruption and served as an internal control attesting the relevance of the model.","[{'entity1': 'TEER measurements', 'relationship': 'performed with', 'entity2': 'Millicell® ERS-2 device'}, {'entity1': 'incubation period', 'relationship': '24-hours or 72-hours', 'entity2': 'TEER measurements'}, {'entity1': 'PHA-treated-PBMCs SN', 'relationship': 'with/without', 'entity2': 'Veh. or c-MIM-1'}, {'entity1': 'sodium caprate', 'relationship': 'used as', 'entity2': 'positive inducer'}, {'entity1': 'sodium caprate', 'relationship': 'served as', 'entity2': 'internal control'}, {'entity1': 'sodium caprate', 'relationship': 'used as', 'entity2': 'inducer of epithelial barrier disruption'}]"
53,"c-MIM-1 protected the epithelial cells against the PHA-stimulated PBMCs SN-induced disruption after 24 hours. Regarding the TEER results obtained at 72 hours, c-MIM-1 effects appear to be transient, as these protective effects almost disappeared.","[{'entity1': 'c-MIM-1', 'relationship': 'protected', 'entity2': 'epithelial cells'}, {'entity1': 'c-MIM-1', 'relationship': 'effects', 'entity2': 'transient'}, {'entity1': 'protective effects', 'relationship': 'disappeared', 'entity2': 'TEER results'}, {'entity1': 'c-MIM-1', 'relationship': 'effects', 'entity2': 'protective effects'}]"
54,"c-MIM-1 does not alter the barrier permeability compared to the control, rather it seems that c-MIM-1 has restored the resistance and has strengthened the epithelial barrier at 24 hours in comparison with the Veh.","[{'entity1': 'c-MIM-1', 'relationship': 'alter', 'entity2': 'barrier permeability'}, {'entity1': 'c-MIM-1', 'relationship': 'restored', 'entity2': 'resistance'}, {'entity1': 'c-MIM-1', 'relationship': 'strengthened', 'entity2': 'epithelial barrier'}, {'entity1': 'c-MIM-1', 'relationship': 'comparison with', 'entity2': 'Veh.'}]"
55,"c-MIM-1 slightly increased Claudin-1 expression in a cellular model of intestinal inflammation. In light of the previous encouraging results, we wanted to investigate if the tested medicine could modulate the expression of one of the proteins present within the tight junctions, involved in the regulation of the epithelial barrier permeability.","[{'entity1': 'c-MIM-1', 'relationship': 'increased', 'entity2': 'Claudin-1 expression'}, {'entity1': 'tested medicine', 'relationship': 'modulate', 'entity2': 'expression of proteins'}, {'entity1': 'proteins', 'relationship': 'present within', 'entity2': 'tight junctions'}, {'entity1': 'tight junctions', 'relationship': 'involved in', 'entity2': 'regulation of epithelial barrier permeability'}]"
56,"Claudin-1 is widely expressed in the intestinal epithelium and plays an important role in maintaining intestinal barrier integrity. HCoEpiC cells were treated with either the Veh. or c-MIM-1 for 24 hours, and SN from PHA-treated PBMCs were then added for an additional 30 minutes incubation.","[{'entity1': 'Claudin-1', 'relationship': 'expressed', 'entity2': 'intestinal epithelium'}, {'entity1': 'Claudin-1', 'relationship': 'role', 'entity2': 'intestinal barrier integrity'}, {'entity1': 'HCoEpiC cells', 'relationship': 'treated', 'entity2': 'Veh.'}, {'entity1': 'HCoEpiC cells', 'relationship': 'treated', 'entity2': 'c-MIM-1'}, {'entity1': 'PHA-treated PBMCs', 'relationship': 'added', 'entity2': 'SN'}]"
57,"PBMCs from healthy adult volunteers’ donors were isolated by Ficoll-Hypaque density gradients and the cells were seeded in 24-well round-bottom plates and stimulated with PHA for 48 hours. At the end of the incubation period, the SN containing pro-inflammatory cytokines were harvested.","[{'entity1': 'PBMCs', 'relationship': 'isolated', 'entity2': 'healthy adult volunteers'}, {'entity1': 'PBMCs', 'relationship': 'seeded', 'entity2': '24-well round-bottom plates'}, {'entity1': 'PBMCs', 'relationship': 'stimulated', 'entity2': 'PHA'}, {'entity1': 'PHA', 'relationship': 'harvested', 'entity2': 'SN'}, {'entity1': 'SN', 'relationship': 'containing', 'entity2': 'pro-inflammatory cytokines'}]"
58,"The results of the RT-qPCR are presented in Figure 5A and the results from the Western Blots are illustrated in Figure 5B. In inflammatory conditions, the Veh. did not modulate the claudin-1 expression at the mRNA level, compared with the SN from the PHA-treated PBMCs condition.","[{'entity1': 'RT-qPCR', 'relationship': 'presented', 'entity2': 'Figure 5A'}, {'entity1': 'Western Blots', 'relationship': 'illustrated', 'entity2': 'Figure 5B'}, {'entity1': 'Veh.', 'relationship': 'modulate', 'entity2': 'claudin-1 expression'}, {'entity1': 'SN', 'relationship': 'compared with', 'entity2': 'PHA-treated PBMCs'}]"
59,"Claudin-1 expression was observed. In addition, according to the Western Blot quantization, this trend tended to be confirmed at the protein level, in a similar range of increase. Such results were also observed without any inflammatory stimulus.","[{'entity1': 'Claudin-1', 'relationship': 'expression', 'entity2': 'observed'}, {'entity1': 'Claudin-1', 'relationship': 'confirmed', 'entity2': 'protein level'}, {'entity1': 'Claudin-1', 'relationship': 'observed', 'entity2': 'results'}]"
60,"C-MIM-1 slightly increases the expression of claudin-1 in a cellular model of intestinal inflammation. The expression of claudin-1 was assessed by RT-qPCR in the HCoEpiC cells, after 24 hours of treatment with either the Veh. or c-MIM-1 and stimulation with the supernatant (SN) from PBMCs treated with PHA (5µg/mL) for 30 min.","[{'entity1': 'C-MIM-1', 'relationship': 'increases', 'entity2': 'expression'}, {'entity1': 'Claudin-1', 'relationship': 'assessed', 'entity2': 'HCoEpiC cells'}, {'entity1': 'Claudin-1', 'relationship': 'treatment', 'entity2': 'C-MIM-1'}, {'entity1': 'Claudin-1', 'relationship': 'stimulation', 'entity2': 'supernatant'}]"
61,"c-MIM-2 Displays Anti-Inflammatory Effects in Human Primary Monocytes Exposed to Lipopolysaccharide. The role of TNF-α as a mediator of chronic inflammation, as well as the capacity of PGE2 in exacerbating the severity of the inflammatory-mediated diseases, both attest to the necessity for a better understanding of the effect of these factors when included in MI formulation at ULD.","[{'entity1': 'c-MIM-2', 'relationship': 'displays', 'entity2': 'anti-inflammatory effects'}, {'entity1': 'TNF-α', 'relationship': 'mediator', 'entity2': 'chronic inflammation'}, {'entity1': 'PGE2', 'relationship': 'capacity', 'entity2': 'exacerbating severity'}]"
62,"In order to assess the ability of c-MIM-2 to act as an anti-inflammatory agent, and in particular, in reducing the secretion of TNF-α and PGE2, a cellular model of human primary monocytes inflamed with LPS was chosen. One of the reasons for this model’s selection relies on the fact that monocytes exposed to LPS produce high levels of TNF-α and PGE2, making them a suitable model to test the capacity of c-MIM-2 to down-regulate their expression.","[{'entity1': 'c-MIM-2', 'relationship': 'ability', 'entity2': 'anti-inflammatory agent'}, {'entity1': 'c-MIM-2', 'relationship': 'reducing', 'entity2': 'secretion'}, {'entity1': 'monocytes', 'relationship': 'produce', 'entity2': 'TNF-α'}, {'entity1': 'monocytes', 'relationship': 'produce', 'entity2': 'PGE2'}]"
63,"LPS stimulation led to a drastic increase in TNF-α secretion compared with the untreated negative control Ct (-), thus validating our model selection. c-MIM-2 led to a reduction in the TNF-α secretion of about 20% compared with the Veh. In the same manner, c-MIM-2 induced a decrease in the secretion of PGE2 of about 30%. c-MIM-2 contains IL-1β at 17 CH and IL-10 at 4 CH.","[{'entity1': 'LPS', 'relationship': 'stimulation', 'entity2': 'TNF-α secretion'}, {'entity1': 'c-MIM-2', 'relationship': 'reduction', 'entity2': 'TNF-α secretion'}, {'entity1': 'c-MIM-2', 'relationship': 'decrease', 'entity2': 'PGE2 secretion'}, {'entity1': 'c-MIM-2', 'relationship': 'contains', 'entity2': 'IL-1β'}, {'entity1': 'c-MIM-2', 'relationship': 'contains', 'entity2': 'IL-10'}]"
64,Human macrophages exposed to LPS markedly produce pro-inflammatory cytokines such as the pleiotropic cytokine IL-6. The next experiment aimed at assessing if c-MIM-3 could modulate the secretion of IL-6 in a model of LPS-inflamed human macrophages.,"[{'entity1': 'Human macrophages', 'relationship': 'produce', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-3', 'relationship': 'modulate', 'entity2': 'IL-6 secretion'}, {'entity1': 'LPS', 'relationship': 'inflamed', 'entity2': 'Human macrophages'}]"
65,"Hours of LPS-stimulation induced a drastic increase in the secretion of IL-6 compared with the untreated control Ct (-). Interestingly, after 24 hours in presence of c-MIM-3, a slight decrease in the amount of IL-6 in the SN was noticed compared with the Veh. In the same manner, while at 48 hours, the induction of IL-6 secretion due to LPS exposure was even more important than the one observed after 24 hours, the reduction induced by c-MIM-3 was also slightly more pronounced after this longer incubation period.","[{'entity1': 'LPS-stimulation', 'relationship': 'induced', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-3', 'relationship': 'decrease', 'entity2': 'IL-6'}, {'entity1': 'LPS exposure', 'relationship': 'induction', 'entity2': 'IL-6'}, {'entity1': 'c-MIM-3', 'relationship': 'reduction', 'entity2': 'IL-6'}]"
66,"The effect of c-MIM-3 on the IL-6 secretion was also assessed in a model of human primary granulocytes isolated from one healthy donor and incubated with either Veh. or c-MIM-3 for 19 hours. The inflammatory stimulus was added one hour after treatment initiation, in the form of 1 µg/mL LPS. The levels of IL-6 were assessed by cytometric bead array (CBA) at the end of the incubation period.","[{'entity1': 'c-MIM-3', 'relationship': 'assessed', 'entity2': 'IL-6'}, {'entity1': 'human primary granulocytes', 'relationship': 'isolated', 'entity2': 'healthy donor'}, {'entity1': 'inflammatory stimulus', 'relationship': 'added', 'entity2': 'LPS'}, {'entity1': 'levels', 'relationship': 'assessed', 'entity2': 'IL-6'}]"
