id,input,output
41,"Our research shows that indicators such as NLR, PLR, SII, and NPLR have the potential to differentiate between ACC and CCC patients. NLR demonstrates the highest sensitivity and accuracy in this differentiation.","[{'entity1': 'NLR', 'relationship': 'differentiate', 'entity2': 'ACC and CCC patients'}, {'entity1': 'NLR', 'relationship': 'sensitivity', 'entity2': 'differentiation'}]"
42,"NLR, SII, and NPLR, from specific cut-off values, but not PLR, can predict the severity of ACC in patients. Notably, NPLR exhibits the highest specificity among the studied indicators.","[{'entity1': 'NLR', 'relationship': 'predict', 'entity2': 'severity of ACC'}, {'entity1': 'SII', 'relationship': 'predict', 'entity2': 'severity of ACC'}, {'entity1': 'NPLR', 'relationship': 'predict', 'entity2': 'severity of ACC'}, {'entity1': 'NPLR', 'relationship': 'exhibits', 'entity2': 'highest specificity'}]"
43,"NLR as the only factor independently and precisely associated with the severity of ACC. These findings highlight the potential of CBC as a readily available, and inexpensive test for predicting the severity of cholecystitis early on.","[{'entity1': 'NLR', 'relationship': 'associated', 'entity2': 'severity of ACC'}, {'entity1': 'CBC', 'relationship': 'predicting', 'entity2': 'severity of cholecystitis'}]"
44,"The Significance of Preoperative Neutrophil-to-Lymphocyte Ratio (NLR), Platelet-to-Lymphocyte Ratio (PLR), and Systemic Inflammatory Index (SII) in predicting severity and adverse outcomes in acute calculous cholecystitis.","[{'entity1': 'Neutrophil-to-Lymphocyte Ratio', 'relationship': 'predicting', 'entity2': 'severity'}, {'entity1': 'Platelet-to-Lymphocyte Ratio', 'relationship': 'predicting', 'entity2': 'adverse outcomes'}, {'entity1': 'Systemic Inflammatory Index', 'relationship': 'predicting', 'entity2': 'severity'}]"
45,Prognostic value of preoperative neutrophil-to-lymphocyte ratio for prediction of severe cholecystitis.,"[{'entity1': 'Neutrophil-to-Lymphocyte Ratio', 'relationship': 'prediction', 'entity2': 'severe cholecystitis'}]"
46,Inflammation-based prognostic scores predict disease severity in patients with acute cholecystitis.,"[{'entity1': 'Inflammation-based prognostic scores', 'relationship': 'predict', 'entity2': 'disease severity'}, {'entity1': 'Inflammation-based prognostic scores', 'relationship': 'predict', 'entity2': 'patients'}]"
47,"Platelets play a crucial role in inflammation and atherogenesis, contributing to the progression of diseases.","[{'entity1': 'Platelets', 'relationship': 'role', 'entity2': 'inflammation'}, {'entity1': 'Platelets', 'relationship': 'contribution', 'entity2': 'diseases'}]"
48,Neutrophil-to-lymphocyte ratio is considered an emerging marker of the relationships between the immune system and diseases.,"[{'entity1': 'Neutrophil-to-lymphocyte ratio', 'relationship': 'marker', 'entity2': 'relationships'}, {'entity1': 'Neutrophil-to-lymphocyte ratio', 'relationship': 'immune system', 'entity2': 'diseases'}]"
49,C-reactive protein is being compared to the neutrophil/lymphocyte ratio and platelet/lymphocyte ratio in terms of being a superior marker of inflammation in acute cholecystitis.,"[{'entity1': 'C-reactive protein', 'relationship': 'comparison', 'entity2': 'neutrophil/lymphocyte ratio'}, {'entity1': 'C-reactive protein', 'relationship': 'comparison', 'entity2': 'platelet/lymphocyte ratio'}, {'entity1': 'C-reactive protein', 'relationship': 'marker', 'entity2': 'inflammation'}, {'entity1': 'C-reactive protein', 'relationship': 'inflammation', 'entity2': 'acute cholecystitis'}]"
50,The utility of the preoperative neutrophil-to-lymphocyte ratio in predicting severe cholecystitis has been studied in a retrospective cohort.,"[{'entity1': 'Neutrophil-to-lymphocyte ratio', 'relationship': 'predicting', 'entity2': 'severe cholecystitis'}, {'entity1': 'Neutrophil-to-lymphocyte ratio', 'relationship': 'utility', 'entity2': 'preoperative'}, {'entity1': 'Neutrophil-to-lymphocyte ratio', 'relationship': 'study', 'entity2': 'retrospective cohort'}]"
51,Prognostic value of the systemic immune-inflammation index (SII) after neoadjuvant therapy for patients with resected pancreatic cancer.,"[{'entity1': 'Systemic immune-inflammation index', 'relationship': 'prognostic value', 'entity2': 'neoadjuvant therapy'}, {'entity1': 'Systemic immune-inflammation index', 'relationship': 'prognostic value', 'entity2': 'pancreatic cancer'}]"
52,"Role of leukocytes and systemic inflammation indexes (NLR, PLR, MLP, dNLR, NLPR, AISI, SIR-I, and SII) on admission predicts in-hospital mortality in non-elderly and elderly COVID-19 patients.","[{'entity1': 'Leukocytes', 'relationship': 'role', 'entity2': 'in-hospital mortality'}, {'entity1': 'Systemic inflammation indexes', 'relationship': 'predicts', 'entity2': 'in-hospital mortality'}, {'entity1': 'COVID-19 patients', 'relationship': 'age', 'entity2': 'non-elderly'}, {'entity1': 'COVID-19 patients', 'relationship': 'age', 'entity2': 'elderly'}]"
53,"The Journal of Inflammation Research is an international, peer-reviewed open-access journal that welcomes laboratory and clinical findings on the molecular basis, cell biology and pharmacology of inflammation including original research, reviews, symposium reports, hypothesis formation and commentaries on acute/chronic inflammation; mediators of inflammation; cellular processes; molecular mechanisms; pharmacology and novel anti-inflammatory drugs; clinical conditions involving inflammation.","[{'entity1': 'Journal of Inflammation Research', 'relationship': 'focuses on', 'entity2': 'inflammation'}, {'entity1': 'Journal of Inflammation Research', 'relationship': 'welcomes', 'entity2': 'laboratory findings'}, {'entity1': 'Journal of Inflamm Research', 'relationship': 'reviews', 'entity2': 'molecular mechanisms'}, {'entity1': 'Journal of Inflamm Research', 'relationship': 'discusses', 'entity2': 'pharmacology'}, {'entity1': 'Journal of Inflamm Research', 'relationship': 'includes', 'entity2': 'clinical conditions'}]"
54,The manuscript management system is completely online and includes a very quick and fair peer-review system.,"[{'entity1': 'manuscript management system', 'relationship': 'online', 'entity2': 'quick peer-review system'}]"
