id,input,output
48,"Sterile inflammation (SI) is also important in the pathology of many liver diseases, such as alcoholic or nonalcoholic steatohepatitis, drug-induced liver injury, and ischemia/reperfusion.","[{'entity1': 'Sterile inflammation', 'relationship': 'important in', 'entity2': 'pathology of liver diseases'}, {'entity1': 'Sterile inflammation', 'relationship': 'associated with', 'entity2': 'alcoholic steatohepatitis'}, {'entity1': 'Sterile inflammation', 'relationship': 'associated with', 'entity2': 'drug-induced liver injury'}, {'entity1': 'Sterile inflammation', 'relationship': 'associated with', 'entity2': 'ischemia/reperfusion'}]"
49,"Lung inflammatory diseases involve complex interactions among and between structural and immune cells. Lung inflammation results predominantly from tissue exposure to bacterial and viral pathogens, and/or environmental pollutants. Excessive acute inflammation and subsequent lung injury can cause pulmonary fibrosis and impair gas exchange. Unresolved lung injury and chronic inflammation are frequently observed in acute respiratory distress syndrome, cystic fibrosis, chronic obstructive pulmonary disease (COPD), and asthma. Approximately 90% of COPD cases are associated with cigarette smoking-induced inflammation in small airways and lung parenchyma. Cigarette smoking is a major risk factor for COPD, which involves both systemic and pulmonary inflammation. Long-term smoking can cause macrophage, neutrophil, and activated T lymphocyte infiltration into airways, and promote production of chemokines, oxygen radicals, proteases, and cytokines, including that of TNF-α, IL-6 and IL-8, in the lung.","[{'entity1': 'Lung inflammatory diseases', 'relationship': 'involve', 'entity2': 'interactions'}, {'entity1': 'Lung inflammation', 'relationship': 'results from', 'entity2': 'tissue exposure'}, {'entity1': 'Lung injury', 'relationship': 'cause', 'entity2': 'pulmonary fibrosis'}, {'entity1': 'Lung injury', 'relationship': 'cause', 'entity2': 'impairment of gas exchange'}, {'entity1': 'COPD cases', 'relationship': 'associated with', 'entity2': 'cigarette smoking-induced inflammation'}, {'entity1': 'Cigarette smoking', 'relationship': 'risk factor for', 'entity2': 'COPD'}, {'entity1': 'Long-term smoking', 'relationship': 'cause', 'entity2': 'infiltration into airways'}, {'entity1': 'Long-term smoking', 'relationship': 'promote production of', 'entity2': 'chemokines'}, {'entity1': 'Long-term smoking', 'relationship': 'promote production of', 'entity2': 'cytokines'}]"
50,"Kidney inflammation contributes to progressive renal injury, which may lead to glomerulonephritis, end-stage renal disease, or acute or chronic kidney disease (CKD). Approximately 10–12% of the population suffers from CKD, and some 50% of elderly patients show signs of kidney dysfunction, which is associated with high morbidity and mortality. Kidney inflammation is most commonly induced by infection, ischemia/reperfusion, in situ immune-complex formation/deposition, or complement pathway dysregulation. CKD and acute kidney injury (AKI) are the most severe types of kidney disease. Interstitial inflammation and tubular injury are commonly observed in acute and chronic kidney injury cases. Renal tubular epithelial cells are likely important promoters of kidney inflammation, secreting a variety of inflammatory cytokines in response to both immune and non-immune factors, and leukocyte infiltration depends on the local presence of these cytokines. Stimuli that can induce kidney injury activate transcription factors (NF-κB or MAPK). These stimuli include cytokines, growth factors, DAMPs, and PAMPs, TLRs, Nod-like receptors (NLRs), and metabolic (high glucose, advanced glycosylation end products) and immune mediators.","[{'entity1': 'Kidney inflammation', 'relationship': 'contributes to', 'entity2': 'progressive renal injury'}, {'entity1': 'Progressive renal injury', 'relationship': 'may lead to', 'entity2': 'glomerulonephritis'}, {'entity1': 'Progressive renal injury', 'relationship': 'may lead to', 'entity2': 'end-stage renal disease'}, {'entity1': 'Progressive renal injury', 'relationship': 'may lead to', 'entity2': 'acute or chronic kidney disease'}, {'entity1': 'CKD cases', 'relationship': 'associated with', 'entity2': 'high morbidity and mortality'}, {'entity1': 'Kidney inflammation', 'relationship': 'induced by', 'entity2': 'infection'}, {'entity1': 'Kidney inflammation', 'relationship': 'induced by', 'entity2': 'ischemia/reperfusion'}, {'entity1': 'Kidney inflammation', 'relationship': 'induced by', 'entity2': 'immune-complex formation/deposition'}, {'entity1': 'Kidney inflammation', 'relationship': 'induced by', 'entity2': 'complement pathway dysregulation'}, {'entity1': 'AKI', 'relationship': 'type of', 'entity2': 'kidney disease'}, {'entity1': 'Renal tubular epithelial cells', 'relationship': 'promoters of', 'entity2': 'kidney inflammation'}, {'entity1': 'Renal tubular epithelial cells', 'relationship': 'secreting', 'entity2': 'inflammatory cytokines'}, {'entity1': 'Leukocyte infiltration', 'relationship': 'depends on', 'entity2': 'presence of cytokines'}, {'entity1': 'Stimuli', 'relationship': 'induce', 'entity2': 'kidney injury'}, {'entity1': 'Stimuli', 'relationship': 'include', 'entity2': 'cytokines'}, {'entity1': 'Stimuli', 'relationship': 'include', 'entity2': 'DAMPs'}, {'entity1': 'Stimuli', 'relationship': 'include', 'entity2': 'PAMPs'}, {'entity1': 'Stimuli', 'relationship': 'include', 'entity2': 'TLRs'}, {'entity1': 'Stimuli', 'relationship': 'include', 'entity2': 'NLRs'}, {'entity1': 'Stimuli', 'relationship': 'include', 'entity2': 'metabolic and immune mediators'}]"
51,"Intestinal tract acute and chronic inflammatory diseases of the intestine can cause various health issues, and decrease patient quality of life worldwide. The complex, polygenetic inflammatory bowel diseases (IBDs) are characterized by an excessive inflammatory response to gut lumen microbial flora. IBDs mainly include ulcerative colitis (UC) and Crohn disease (CD), but also noninfectious inflammation of the bowel.","[{'entity1': 'Intestinal tract', 'relationship': 'cause', 'entity2': 'health issues'}, {'entity1': 'Intestinal tract', 'relationship': 'decrease', 'entity2': 'patient quality of life'}, {'entity1': 'Inflammatory bowel diseases', 'relationship': 'characterized by', 'entity2': 'inflammatory response'}, {'entity1': 'Inflammatory bowel diseases', 'relationship': 'include', 'entity2': 'ulcerative colitis'}, {'entity1': 'Inflammatory bowel diseases', 'relationship': 'include', 'entity2': 'Crohn disease'}, {'entity1': 'Inflammatory bowel diseases', 'relationship': 'include', 'entity2': 'noninfectious inflammation'}]"
52,"Polygenetic inflammatory bowel diseases (IBDs) are characterized by an excessive inflammatory response to gut lumen microbial flora. IBDs mainly include ulcerative colitis (UC) and Crohn disease (CD), but also noninfectious inflammation of the bowel. Idiopathic IBDs, such as CD and UC, are caused by cytokine-driven, non-infectious inflammation of the gut. For example, CD is associated with excessive IFN-γ/IL-17 and IL-12/IL-23 production, while UC is associated with excess IL-13. Thus, IBD appears to be the result of a dysfunctional interaction between gut bacteria and the mucosal immune system. A key process in the immune system’s response to microbes is the recognition of microbial agents via PRRs, including TLRs and nucleotide-binding oligomerization domain containing NLRs, which sense evolutionarily conserved PAMPs. Upon PAMP detection, PRRs activate intracellular signaling pathways that induce production of cytokines and chemokines to promote host resistance to infection. TLR (mainly TLR4) signaling induces NF-κB and MAPK transcription. At the same time, NLRs are also activated through ligand detection, in turn activating caspase-1, followed by activation and secretion of IL-1β, interleukin-18 and other cytokines.","[{'entity1': 'Polygenetic inflammatory bowel diseases', 'relationship': 'characterized by', 'entity2': 'excessive inflammatory response'}, {'entity1': 'IBDs', 'relationship': 'include', 'entity2': 'ulcerative colitis'}, {'entity1': 'IBDs', 'relationship': 'include', 'entity2': 'Crohn disease'}, {'entity1': 'CD', 'relationship': 'associated with', 'entity2': 'excessive IFN-γ/IL-17 production'}, {'entity1': 'UC', 'relationship': 'associated with', 'entity2': 'excess IL-13'}, {'entity1': 'IBD', 'relationship': 'result of', 'entity2': 'dysfunctional interaction between gut bacteria and mucosal immune system'}, {'entity1': 'PRRs', 'relationship': 'sense', 'entity2': 'evolutionarily conserved PAMPs'}, {'entity1': 'PRRs', 'relationship': 'activate', 'entity2': 'intracellular signaling pathways'}, {'entity1': 'TLR4', 'relationship': 'induces', 'entity2': 'NF-κB transcription'}, {'entity1': 'NLRs', 'relationship': 'activated through', 'entity2': 'ligand detection'}, {'entity1': 'NLRs', 'relationship': 'activate', 'entity2': 'caspase-1'}, {'entity1': 'caspase-1', 'relationship': 'followed by', 'entity2': 'activation and secretion of IL-1β'}]"
53,"Reproductive system ovulation, and parturition trigger the inflammatory cascade. However, initiation and maintenance of inflammatory processes are also important components of many reproductive tract diseases. Damaged tissues locally release inflammatory interleukins, growth factors, cytokines, and prostaglandins, which activate signaling pathways and recruit immune cells (e.g. neutrophils and macrophages) to the site of injury. This process synergistically controls tissue remodeling and repair, but can also induce inflammatory diseases. Inflammatory cytokines, including IL-6, are the primary mediators of inflammation-related reproductive tract diseases, and act via signal transduction pathways such as the MAPK pathway.","[{'entity1': 'Reproductive system', 'relationship': 'trigger', 'entity2': 'inflammatory cascade'}, {'entity1': 'Damaged tissues', 'relationship': 'release', 'entity2': 'inflammatory interleukins'}, {'entity1': 'Damaged tissues', 'relationship': 'release', 'entity2': 'growth factors'}, {'entity1': 'Damaged tissues', 'relationship': 'release', 'entity2': 'cytokines'}, {'entity1': 'Damaged tissues', 'relationship': 'release', 'entity2': 'prostaglandins'}, {'entity1': 'Inflammatory cytokines', 'relationship': 'mediate', 'entity2': 'inflammation-related reproductive tract diseases'}, {'entity1': 'Inflammatory cytokines', 'relationship': 'act via', 'entity2': 'MAPK pathway'}]"
54,"Inflammatory responses occur in the brain in many central nervous system (CNS) diseases, including autoimmune diseases, neurodegenerative diseases like Alzheimer’s (AD) and Parkinson’s disease (PD), and epilepsy. Inflammatory responses in the brain can enhance neuronal excitability, injure cells, and increase blood-brain barrier permeability to various molecules. Inflammation-associated CNS diseases result from activation of the brain’s resident immune cells and microglia, which produce pro-inflammatory markers. These inflammation processes also involve both the innate and adaptive immune systems and resemble immune responses to systemic infection. Cytokines and TLRs are major inflammatory mediators in the transition between innate and adaptive. Inflammatory responses in the CNS may also be triggered by endogenous ligands recognized by TLRs. DAMPs, such as heat-shock proteins and extracellular matrix degradation molecules, entering the brain through a damaged blood-brain barrier may initiate inflammatory responses. The CNS inflammatory response is strong in reaction to both infectious agents and brain injury.","[{'entity1': 'Inflammatory responses', 'relationship': 'occur in', 'entity2': 'brain'}, {'entity1': 'Brain', 'relationship': 'enhance', 'entity2': 'neuronal excitability'}, {'entity1': 'Brain', 'relationship': 'injure', 'entity2': 'cells'}, {'entity1': 'Brain', 'relationship': 'increase', 'entity2': 'blood-brain barrier permeability'}, {'entity1': 'CNS diseases', 'relationship': 'result from', 'entity2': 'activation of brain’s resident immune cells and microglia'}, {'entity1': 'Inflammation processes', 'relationship': 'involve', 'entity2': 'innate and adaptive immune systems'}, {'entity1': 'Cytokines', 'relationship': 'mediate', 'entity2': 'inflammatory responses'}, {'entity1': 'TLRs', 'relationship': 'recognize', 'entity2': 'endogenous ligands'}, {'entity1': 'DAMPs', 'relationship': 'enter', 'entity2': 'brain through damaged blood-brain barrier'}, {'entity1': 'CNS inflammatory response', 'relationship': 'strong in reaction to', 'entity2': 'infectious agents'}]"
55,"Inflammation is frequently a key element in the pathological progression of organ disease. Three main pathways, NF-κB, MAPK, and JAK-STAT, play major roles in inflammation, and dysregulation of one or more of these pathways may lead to inflammation-associated disease.","[{'entity1': 'Inflammation', 'relationship': 'key element', 'entity2': 'pathological progression'}, {'entity1': 'NF-κB', 'relationship': 'role', 'entity2': 'inflammation'}, {'entity1': 'MAPK', 'relationship': 'role', 'entity2': 'inflammation'}, {'entity1': 'JAK-STAT', 'relationship': 'role', 'entity2': 'inflammation'}]"
56,"The hallmarks of inflammation are observed during many normal reproductive processes, including menstruation, ovulation, implantation, and parturition.","[{'entity1': 'Inflammation', 'relationship': 'hallmarks', 'entity2': 'reproductive processes'}, {'entity1': 'Menstruation', 'relationship': 'part of', 'entity2': 'normal reproductive processes'}, {'entity1': 'Ovulation', 'relationship': 'part of', 'entity2': 'normal reproductive processes'}, {'entity1': 'Implantation', 'relationship': 'part of', 'entity2': 'normal reproductive processes'}, {'entity1': 'Parturition', 'relationship': 'part of', 'entity2': 'normal reproductive processes'}]"
57,Inflammatory mechanisms: the molecular basis of inflammation and disease.,"[{'entity1': 'Inflammatory mechanisms', 'relationship': 'basis', 'entity2': 'Inflammation'}, {'entity1': 'Inflammatory mechanisms', 'relationship': 'basis', 'entity2': 'Disease'}]"
58,Targeting immune pathways for therapy in asthma and chronic obstructive pulmonary disease.,"[{'entity1': 'Immune pathways', 'relationship': 'therapy', 'entity2': 'Asthma'}, {'entity1': 'Immune pathways', 'relationship': 'therapy', 'entity2': 'Chronic obstructive pulmonary disease'}]"
59,p53 and the Carcinogenicity of Chronic Inflammation.,"[{'entity1': 'p53', 'relationship': 'Carcinogenicity', 'entity2': 'Chronic Inflammation'}]"
60,Hydrophobicity: an ancient damage-associated molecular pattern that initiates innate immune responses.,"[{'entity1': 'Hydrophobicity', 'relationship': 'initiates', 'entity2': 'Innate immune responses'}]"
61,The repertoire for pattern recognition of pathogens by the innate immune system is defined by cooperation between toll-like receptors.,"[{'entity1': 'Pattern recognition', 'relationship': 'defined by', 'entity2': 'Cooperation'}, {'entity1': 'Pattern recognition', 'relationship': 'of pathogens', 'entity2': 'Innate immune system'}]"
62,"Altered ROS production, NF-κB activation and interleukin-6 gene expression induced by electrical stimulation in dystrophic mdx skeletal muscle cells.","[{'entity1': 'ROS production', 'relationship': 'altered by', 'entity2': 'electrical stimulation'}, {'entity1': 'NF-κB activation', 'relationship': 'induced by', 'entity2': 'electrical stimulation'}, {'entity1': 'Interleukin-6 gene expression', 'relationship': 'induced by', 'entity2': 'electrical stimulation'}, {'entity1': 'dystrophic mdx skeletal muscle cells', 'relationship': 'affected by', 'entity2': 'electrical stimulation'}]"
63,Role of perinatal inflammation in cerebral palsy.,"[{'entity1': 'perinatal inflammation', 'relationship': 'role in', 'entity2': 'cerebral palsy'}]"
64,Inflammatory cytokines in the pathogenesis of periventricular leukomalacia.,"[{'entity1': 'Inflammatory cytokines', 'relationship': 'involved in', 'entity2': 'pathogenesis'}, {'entity1': 'Inflammatory cytokines', 'relationship': 'associated with', 'entity2': 'periventricular leukomalacia'}]"
65,The JAK/STAT pathway in rheumatoid arthritis: pathogenic or protective?,"[{'entity1': 'JAK/STAT pathway', 'relationship': 'associated with', 'entity2': 'rheumatoid arthritis'}, {'entity1': 'JAK/STAT pathway', 'relationship': 'role', 'entity2': 'pathogenic'}, {'entity1': 'JAK/STAT pathway', 'relationship': 'role', 'entity2': 'protective'}]"
66,The myocardial JAK/STAT pathway: from protection to failure.,"[{'entity1': 'myocardial JAK/STAT pathway', 'relationship': 'transition', 'entity2': 'protection'}, {'entity1': 'myocardial JAK/STAT pathway', 'relationship': 'transition', 'entity2': 'failure'}]"
67,Inflammatory markers and onset of cardiovascular events.,"[{'entity1': 'Inflammatory markers', 'relationship': 'associated with', 'entity2': 'onset of cardiovascular events'}]"
68,Inflammatory markers and the risk of coronary heart disease in men and women.,"[{'entity1': 'Inflammatory markers', 'relationship': 'risk of', 'entity2': 'coronary heart disease'}, {'entity1': 'Inflammatory markers', 'relationship': 'risk of', 'entity2': 'men'}, {'entity1': 'Inflammatory markers', 'relationship': 'risk of', 'entity2': 'women'}]"
69,"Independent association between inflammatory markers (C-reactive protein, interleukin-6, and TNF-alpha) and essential hypertension.","[{'entity1': 'Inflammatory markers', 'relationship': 'association with', 'entity2': 'essential hypertension'}, {'entity1': 'C-reactive protein', 'relationship': 'association with', 'entity2': 'essential hypertension'}, {'entity1': 'Interleukin-6', 'relationship': 'association with', 'entity2': 'essential hypertension'}, {'entity1': 'TNF-alpha', 'relationship': 'association with', 'entity2': 'essential hypertension'}]"
70,Cytokine Dysregulation in Chronic Kidney Disease: How Can We Treat It?,"[{'entity1': 'Cytokine Dysregulation', 'relationship': 'in', 'entity2': 'Chronic Kidney Disease'}, {'entity1': 'Cytokine Dysregulation', 'relationship': 'treatment', 'entity2': 'Chronic Kidney Disease'}]"
71,Dexmedetomidine attenuates inflammatory reaction in the lung tissues of septic mice by activating cholinergic anti-inflammatory pathway.,"[{'entity1': 'Dexmedetomidine', 'relationship': 'attenuates', 'entity2': 'inflammatory reaction'}, {'entity1': 'Dexmedetomidine', 'relationship': 'activating', 'entity2': 'cholinergic anti-inflammatory pathway'}, {'entity1': 'septic mice', 'relationship': 'lung tissues', 'entity2': 'inflammatory reaction'}]"
72,"HMGB1, a potent proinflammatory cytokine in sepsis.","[{'entity1': 'HMGB1', 'relationship': 'potent', 'entity2': 'proinflammatory cytokine'}, {'entity1': 'HMGB1', 'relationship': 'sepsis', 'entity2': 'cytokine'}]"
73,"Mitochondrial ROS govern the LPS-induced pro-inflammatory response in microglia cells by regulating MAPK, NF-κB pathways.","[{'entity1': 'Mitochondrial ROS', 'relationship': 'govern', 'entity2': 'pro-inflammatory response'}, {'entity1': 'Mitochondrial ROS', 'relationship': 'regulating', 'entity2': 'MAPK, NF-κB pathways'}, {'entity1': 'microglia cells', 'relationship': 'LPS-induced', 'entity2': 'pro-inflammatory response'}]"
74,"Oxidative stress, inflammation, and cancer: how are they linked?","[{'entity1': 'Oxidative stress', 'relationship': 'linked', 'entity2': 'Inflammation'}, {'entity1': 'Inflammation', 'relationship': 'linked', 'entity2': 'Cancer'}]"
75,Inflammation and Cardiovascular Disease and Protection by the Mediterranean Diet.,"[{'entity1': 'Inflammation', 'relationship': 'associated with', 'entity2': 'Cardiovascular Disease'}, {'entity1': 'Mediterranean Diet', 'relationship': 'protection', 'entity2': 'Cardiovascular Disease'}]"
76,Cocoa Polyphenols and Inflammatory Markers of Cardiovascular Disease.,"[{'entity1': 'Cocoa Polyphenols', 'relationship': 'impact on', 'entity2': 'Inflammatory Markers'}, {'entity1': 'Cocoa Polyphenols', 'relationship': 'associated with', 'entity2': 'Cardiovascular Disease'}]"
77,Mechanisms governing resolution of lung inflammation.,"[{'entity1': 'Mechanisms', 'relationship': 'governing', 'entity2': 'Resolution'}, {'entity1': 'Resolution', 'relationship': 'of', 'entity2': 'Lung inflammation'}]"
78,Neutrophils and immunity: challenges and opportunities.,"[{'entity1': 'Neutrophils', 'relationship': 'and', 'entity2': 'Immunity'}, {'entity1': 'Challenges', 'relationship': 'of', 'entity2': 'Neutrophils'}, {'entity1': 'Opportunities', 'relationship': 'of', 'entity2': 'Neutrophils'}]"
79,Macrophages in inflammation.,"[{'entity1': 'Macrophages', 'relationship': 'in', 'entity2': 'Inflammation'}]"
80,Regulation and function of mast cell proteases in inflammation.,"[{'entity1': 'Regulation', 'relationship': 'of', 'entity2': 'Mast cell proteases'}, {'entity1': 'Mast cell proteases', 'relationship': 'in', 'entity2': 'Inflammation'}]"
81,Role of inflammation in the pathogenesis of heart failure with preserved ejection fraction and its potential as a therapeutic target.,"[{'entity1': 'Inflammation', 'relationship': 'in', 'entity2': 'Pathogenesis'}, {'entity1': 'Inflammation', 'relationship': 'in', 'entity2': 'Heart failure'}, {'entity1': 'Therapeutic target', 'relationship': 'as', 'entity2': 'Inflammation'}]"
82,"Interleukin-6 signaling, soluble glycoprotein 130, and inflammation in heart failure.","[{'entity1': 'Interleukin-6 signaling', 'relationship': 'in', 'entity2': 'Heart failure'}, {'entity1': 'Soluble glycoprotein 130', 'relationship': 'and', 'entity2': 'Inflammation'}]"
83,The immune system and cardiac repair.,"[{'entity1': 'Immune system', 'relationship': 'and', 'entity2': 'Cardiac repair'}]"
84,Endogenous ligands of Toll-like receptors: implications for regulating inflammatory and immune responses.,"[{'entity1': 'Endogenous ligands', 'relationship': 'of', 'entity2': 'Toll-like receptors'}, {'entity1': 'Regulating', 'relationship': 'for', 'entity2': 'Implications'}, {'entity1': 'Inflammatory responses', 'relationship': 'and', 'entity2': 'Immune responses'}]"
85,Toll-like receptors in cardiovascular disease.,"[{'entity1': 'Toll-like receptors', 'relationship': 'in', 'entity2': 'Cardiovascular disease'}]"
86,"Oxygen, oxidative stress, hypoxia, and heart failure.","[{'entity1': 'Oxygen', 'relationship': 'and', 'entity2': 'Oxidative stress'}, {'entity1': 'Oxidative stress', 'relationship': 'and', 'entity2': 'Hypoxia'}, {'entity1': 'Hypoxia', 'relationship': 'and', 'entity2': 'Heart failure'}]"
87,Oxidative stress and cardiovascular injury are part of the basic mechanisms in heart failure. Monitoring of ROS is essential in vivo.,"[{'entity1': 'Oxidative stress', 'relationship': 'part of', 'entity2': 'Cardiovascular injury'}, {'entity1': 'Monitoring', 'relationship': 'essential in', 'entity2': 'ROS'}]"
88,Regulating the NF-κB signaling in the heart is crucial. NF-κB plays a role in heart regulation.,"[{'entity1': 'NF-κB', 'relationship': 'regulating', 'entity2': 'heart'}, {'entity1': 'NF-κB', 'relationship': 'plays a role in', 'entity2': 'heart regulation'}]"
89,Chemokines are associated with various diseases. They control lymphocyte traffic.,"[{'entity1': 'Chemokines', 'relationship': 'associated with', 'entity2': 'diseases'}, {'entity1': 'Chemokines', 'relationship': 'control', 'entity2': 'lymphocyte traffic'}]"
90,TNFα and IL-10 imbalance in heart failure is studied. Understanding the biology of TNFα and IL-10 is important.,"[{'entity1': 'TNFα', 'relationship': 'imbalance in', 'entity2': 'heart failure'}, {'entity1': 'IL-10', 'relationship': 'imbalance in', 'entity2': 'heart failure'}, {'entity1': 'TNFα', 'relationship': 'biology of', 'entity2': 'heart failure'}, {'entity1': 'IL-10', 'relationship': 'biology of', 'entity2': 'heart failure'}]"
91,Role of IL-1β in type 2 diabetes.,"[{'entity1': 'IL-1β', 'relationship': 'role', 'entity2': 'Type 2 diabetes'}]"
92,Type 2 diabetes as an inflammatory disease.,"[{'entity1': 'Type 2 diabetes', 'relationship': 'inflammatory disease', 'entity2': 'None'}]"
93,Pathogenic mechanisms of pancreatitis.,"[{'entity1': 'Pathogenic mechanisms', 'relationship': 'of', 'entity2': 'Pancreatitis'}]"
94,The epidemiology of pancreatitis and pancreatic cancer.,"[{'entity1': 'Epidemiology', 'relationship': 'of', 'entity2': 'Pancreatitis'}, {'entity1': 'Epidemiology', 'relationship': 'of', 'entity2': 'Pancreatic cancer'}]"
95,Role of immune cells and immune-based therapies in pancreatitis and pancreatic ductal adenocarcinoma.,"[{'entity1': 'Immune cells', 'relationship': 'role', 'entity2': 'Pancreatitis'}, {'entity1': 'Immune-based therapies', 'relationship': 'role', 'entity2': 'Pancreatitis'}, {'entity1': 'Immune cells', 'relationship': 'role', 'entity2': 'Pancreatic ductal adenocarcinoma'}, {'entity1': 'Immune-based therapies', 'relationship': 'role', 'entity2': 'Pancreatic ductal adenocarcinoma'}]"
96,"Physiology and pathophysiology of liver inflammation, damage and repair.","[{'entity1': 'liver inflammation', 'relationship': 'damage', 'entity2': 'repair'}]"
97,Cytokines induced during chronic hepatitis B virus infection promote a pathway for NK cell–mediated liver damage.,"[{'entity1': 'Cytokines', 'relationship': 'induced', 'entity2': 'chronic hepatitis B virus infection'}, {'entity1': 'Cytokines', 'relationship': 'promote', 'entity2': 'pathway'}, {'entity1': 'NK cell', 'relationship': 'mediated', 'entity2': 'liver damage'}]"
98,Innate immunity in alcoholic liver disease.,"[{'entity1': 'Innate immunity', 'relationship': 'associated with', 'entity2': 'alcoholic liver disease'}]"
99,Targeting immune pathways for therapy in asthma and chronic obstructive pulmonary disease.,"[{'entity1': 'immune pathways', 'relationship': 'targeting', 'entity2': 'therapy'}, {'entity1': 'asthma', 'relationship': 'therapy', 'entity2': 'immune pathways'}, {'entity1': 'chronic obstructive pulmonary disease', 'relationship': 'therapy', 'entity2': 'immune pathways'}]"
100,Lung inflammation caused by inhaled toxicants: a review.,"[{'entity1': 'Lung inflammation', 'relationship': 'caused by', 'entity2': 'inhaled toxicants'}]"
101,"Responsiveness of blood and sputum inflammatory cells in Japanese COPD patients, non-COPD smoking controls, and non-COPD nonsmoking controls.","[{'entity1': 'blood inflammatory cells', 'relationship': 'responsiveness', 'entity2': 'Japanese COPD patients'}, {'entity1': 'sputum inflammatory cells', 'relationship': 'responsiveness', 'entity2': 'Japanese COPD patients'}, {'entity1': 'blood inflammatory cells', 'relationship': 'responsiveness', 'entity2': 'non-COPD smoking controls'}, {'entity1': 'sputum inflammatory cells', 'relationship': 'responsiveness', 'entity2': 'non-COPD smoking controls'}, {'entity1': 'blood inflammatory cells', 'relationship': 'responsiveness', 'entity2': 'non-COPD nonsmoking controls'}, {'entity1': 'sputum inflammatory cells', 'relationship': 'responsiveness', 'entity2': 'non-COPD nonsmoking controls'}]"
102,NFκBiz protein downregulation in acute kidney injury: Modulation of inflammation and survival in tubular cells.,"[{'entity1': 'NFκBiz protein', 'relationship': 'downregulation in', 'entity2': 'acute kidney injury'}, {'entity1': 'NFκBiz protein', 'relationship': 'modulation of', 'entity2': 'inflammation'}, {'entity1': 'NFκBiz protein', 'relationship': 'modulation of', 'entity2': 'survival'}, {'entity1': 'NFκBiz protein', 'relationship': 'modulation of', 'entity2': 'tubular cells'}]"
103,NF-kappaB in renal inflammation.,"[{'entity1': 'NF-kappaB', 'relationship': 'in', 'entity2': 'renal inflammation'}]"
104,"Inflammation plays a crucial role in the development of cancer, especially in gynecological malignancies. The interplay between inflammation and cancer is a significant area of research in oncology.","[{'entity1': 'Inflammation', 'relationship': 'role', 'entity2': 'Cancer'}, {'entity1': 'Inflammation', 'relationship': 'development', 'entity2': 'Gynecological malignancies'}]"
105,Microglia in diseases of the central nervous system have been studied extensively. The role of microglia in neurotoxicity and neurodegeneration is a key focus in neuroscience research.,"[{'entity1': 'Microglia', 'relationship': 'role', 'entity2': 'Central nervous system'}, {'entity1': 'Microglia', 'relationship': 'focus', 'entity2': 'Neurotoxicity'}, {'entity1': 'Microglia', 'relationship': 'focus', 'entity2': 'Neurodegeneration'}]"
